Doctor_Name,Specialization,Experience,Locality,City,Hospital_Name,Consultation_Fee,Recommendation,Working_Hours,Timing_Category,Time_Duration
Dr. Jatolia Shyam Sunder,General Physician,38 years experience overall,"Vidhyadhar Nagar,",Jaipur,Manipal Hospitals,Free Consultation,,24x7,24x7,24.0
Dr. Vikas Mittal,General Physician,26 years experience overall,"Shyam Nagar,",Jaipur,Unikare Hospital,₹600,99%,24x7,24x7,24.0
Dr. Lubhesh Goyal,Ear-Nose-Throat (ENT) Specialist,17 years experience overall,"Shyam Nagar,",Jaipur,Unikare Hospital,₹700,50%,24x7,24x7,24.0
Dr. Seema Ranjan,General Physician,18 years experience overall,"Mansarovar,",Jaipur,Metro MAS Hospital,₹500,,10:00 AM - 8:00 PM,Morning,10.0
Dr. Sameer Sharma,Cardiologist,32 years experience overall,"Mansarovar,",Jaipur,Metro MAS Hospital,₹500,100%,8:00 AM - 4:00 PM,Morning,8.0
Dr. Rakesh Ranjan,Orthopedist,16 years experience overall,"Mansarovar,",Jaipur,Metro MAS Hospital,₹400,100%,8:00 AM - 4:00 PM,Morning,8.0
Dr. Narendra,General Surgeon,12 years experience overall,"Mansarovar,",Jaipur,Metro MAS Hospital,₹500,,24x7,24x7,24.0
Dr. Arora Mrs Preeti,General Physician,37 years experience overall,"Mansarovar,",Jaipur,Metro MAS Hospital,Free Consultation,,8:00 AM - 4:00 PM,Morning,8.0
"Dr. KULSHRESHTHA , (MISS) DARPAN",General Physician,7 years experience overall,"Mansarovar,",Jaipur,Metro MAS Hospital,Free Consultation,,24x7,24x7,24.0
Dr. Abhishek Gupta,Orthopedist,21 years experience overall,"Mansarovar,",Jaipur,Metro MAS Hospital,Free Consultation,100%,11:00 AM - 7:00 PM,Morning,8.0
Dr. Krishna Hari Sharma,Neurosurgeon,31 years experience overall,"Mansarovar,",Jaipur,Metro MAS Hospital,Free Consultation,92%,10:00 AM - 8:00 PM,Morning,10.0
Dr. Shubhkam Arya,Ear-Nose-Throat (ENT) Specialist,23 years experience overall,"Mansarovar,",Jaipur,Metro MAS Hospital,Free Consultation,100%,10:00 AM - 8:00 PM,Morning,10.0
Dr. Rajesh Jhorawat,Nephrologist,19 years experience overall,"Mansarovar,",Jaipur,Metro MAS Hospital,₹500,100%,10:00 AM - 8:00 PM,Morning,10.0
Dr. Anuj Yadav,General Physician,19 years experience overall,"Dubagga,",Lucknow,Charak Hospital,₹600,,9:00 AM - 6:00 PM,Morning,9.0
Dr. Sumit Saraswat,General Physician,14 years experience overall,"Dubagga,",Lucknow,Charak Hospital,₹600,,8:00 AM - 4:00 PM,Morning,8.0
Dr. Mohd Tauseef,General Physician,10 years experience overall,"Dubagga,",Lucknow,Charak Hospital,₹600,,9:00 AM - 6:00 PM,Morning,9.0
Dr. Abhijat Mishra,General Physician,18 years experience overall,"Dubagga,",Lucknow,Charak Hospital,₹800,,8:00 AM - 4:00 PM,Morning,8.0
Dr. Komal Agarwal,General Physician,9 years experience overall,"Dubagga,",Lucknow,Charak Hospital,₹600,,24x7,24x7,24.0
Dr. Chandrani Khatri,General Physician,11 years experience overall,"Dubagga,",Lucknow,Charak Hospital,₹800,,24x7,24x7,24.0
Dr. Narendra Kumar,General Physician,13 years experience overall,"Dubagga,",Lucknow,Charak Hospital,₹500,,9:00 AM - 6:00 PM,Morning,9.0
Dr. Ajay Kumar,General Physician,12 years experience overall,"Dubagga,",Lucknow,Charak Hospital,₹500,,8:00 AM - 4:00 PM,Morning,8.0
"Dr. AHMAD, ZEESHAN",General Physician,13 years experience overall,"Dubagga,",Lucknow,Charak Hospital,₹400,,10:00 AM - 8:00 PM,Morning,10.0
Dr. Vijay Kumar,Orthopedist,35 years experience overall,"Dubagga,",Lucknow,Charak Hospital,₹600,80%,9:00 AM - 6:00 PM,Morning,9.0
Dr. H.K. Agarwal,Psychiatrist,41 years experience overall,"Vishnupuri,",Lucknow,Nirvan Hospital,,91%,24x7,24x7,24.0
Dr. Nilesh Kumar Kanaujiya,Psychiatrist,10 years experience overall,"Vishnupuri,",Lucknow,Nirvan Hospital,,86%,24x7,24x7,24.0
Dr. Jesna Manoj,Psychiatrist,28 years experience overall,"Vishnupuri,",Lucknow,Nirvan Hospital,,100%,10:00 AM - 8:00 PM,Morning,10.0
Dr. Sumitabh,Psychiatrist,12 years experience overall,"Vishnupuri,",Lucknow,Nirvan Hospital,,100%,9:00 AM - 6:00 PM,Morning,9.0
Dr. Anuradha R,Gynecologist,42 years experience overall,"Mettupalayam,",Coimbatore,Motherhood Hospital,₹800,,24x7,24x7,24.0
Dr. Anuradha R,Gynecologist,27 years experience overall,"Mettupalayam,",Coimbatore,Motherhood Hospital,₹800,,10:00 AM - 8:00 PM,Morning,10.0
Dr. Selvanandhini,Gynecologist,18 years experience overall,"Mettupalayam,",Coimbatore,Motherhood Hospital,₹500,,10:00 AM - 8:00 PM,Morning,10.0
Dr. Ramya Jayaram,Gynecologist,18 years experience overall,"Mettupalayam,",Coimbatore,Motherhood Hospital,₹400,75%,24x7,24x7,24.0
Dr. Divya B,Gynecologist,13 years experience overall,"Mettupalayam,",Coimbatore,Motherhood Hospital,₹800,,11:00 AM - 7:00 PM,Morning,8.0
Dr. Sindhuri T R,Gynecologist,13 years experience overall,"Mettupalayam,",Coimbatore,Motherhood Hospital,₹800,,10:00 AM - 8:00 PM,Morning,10.0
Dr. Sushma R,Gynecologist,12 years experience overall,"Mettupalayam,",Coimbatore,Motherhood Hospital,₹800,,9:00 AM - 6:00 PM,Morning,9.0
Dr. Abineya AR,Gynecologist,12 years experience overall,"Mettupalayam,",Coimbatore,Motherhood Hospital,₹500,67%,11:00 AM - 7:00 PM,Morning,8.0
Dr. Preethi,Gynecologist/Obstetrician,15 years experience overall,"Coimbatore Central,",Coimbatore,Rao Hospital,₹400,100%,11:00 AM - 7:00 PM,Morning,8.0
Dr. Damodar R.Rao,Gynecologist/Obstetrician,21 years experience overall,"Coimbatore Central,",Coimbatore,Rao Hospital,₹400,100%,11:00 AM - 7:00 PM,Morning,8.0
Dr. Suganya B,Gynecologist/Obstetrician,14 years experience overall,"Coimbatore Central,",Coimbatore,Rao Hospital,₹400,100%,8:00 AM - 4:00 PM,Morning,8.0
Dr. Asha R.Rao,Infertility Specialist,51 years experience overall,"Coimbatore Central,",Coimbatore,Rao Hospital,₹750,100%,24x7,24x7,24.0
Dr. Krishnasamy Sangameswaram,Pediatrician,27 years experience overall,"Coimbatore Central,",Coimbatore,Rao Hospital,₹400,100%,24x7,24x7,24.0
Dr. Parul Monga,Gynecologist/Obstetrician,14 years experience overall,"Sector-33,",Chandigarh,Bedi Hospital,₹1000,100%,24x7,24x7,24.0
Dr. Ramneek Singh Bedi,Pediatrician,43 years experience overall,"Sector-33,",Chandigarh,Bedi Hospital,₹1000,98%,10:00 AM - 8:00 PM,Morning,10.0
Dr. G.K.Bedi,Gynecologist/Obstetrician,41 years experience overall,"Sector-33,",Chandigarh,Bedi Hospital,₹1000,92%,24x7,24x7,24.0
Dr. Vikram Bedi,Pediatrician,14 years experience overall,"Sector-33,",Chandigarh,Bedi Hospital,₹1000,100%,9:00 AM - 6:00 PM,Morning,9.0
Dr. Arunima Chandra,Dentist,13 years experience overall,"Sector-33,",Chandigarh,Bedi Hospital,₹800,100%,9:00 AM - 6:00 PM,Morning,9.0
Dr. Preeti Singpho,Pediatrician,14 years experience overall,"Industrial Area Phase II,",Chandigarh,Cloudnine Hospital,₹800,,10:00 AM - 8:00 PM,Morning,10.0
Dr. Mahesh Hiranandani,Pediatrician,31 years experience overall,"Industrial Area Phase II,",Chandigarh,Cloudnine Hospital,₹1000,97%,9:00 AM - 6:00 PM,Morning,9.0
Dr. Monica Agarwal,Gynecologist/Obstetrician,27 years experience overall,"Industrial Area Phase II,",Chandigarh,Cloudnine Hospital,₹900,78%,24x7,24x7,24.0
Dr. Pragya Goel,Gynecologist/Obstetrician,25 years experience overall,"Industrial Area Phase II,",Chandigarh,Cloudnine Hospital,₹1000,100%,24x7,24x7,24.0
Dr. Seema Sharma,Gynecologist/Obstetrician,30 years experience overall,"Industrial Area Phase II,",Chandigarh,Cloudnine Hospital,₹1000,96%,9:00 AM - 6:00 PM,Morning,9.0
Dr. Neeraj Goya,Pediatrician,14 years experience overall,"Industrial Area Phase II,",Chandigarh,Cloudnine Hospital,₹1000,87%,9:00 AM - 6:00 PM,Morning,9.0
Dr. Ritika Bajaj,Gynecologist/Obstetrician,19 years experience overall,"Industrial Area Phase II,",Chandigarh,Cloudnine Hospital,₹1000,,8:00 AM - 4:00 PM,Morning,8.0
Dr. Simrat Kaur,Gynecologist/Obstetrician,11 years experience overall,"Industrial Area Phase II,",Chandigarh,Cloudnine Hospital,₹800,,11:00 AM - 7:00 PM,Morning,8.0
Dr. Ritambhra Bhalla,Gynecologist/Obstetrician,29 years experience overall,"Industrial Area Phase II,",Chandigarh,Cloudnine Hospital,₹1000,96%,10:00 AM - 8:00 PM,Morning,10.0
Dr. Sudhanshu Grover,Pediatrician,20 years experience overall,"Industrial Area Phase II,",Chandigarh,Cloudnine Hospital,₹1000,97%,10:00 AM - 8:00 PM,Morning,10.0
Dr. Roby Bose,Hair Transplant Surgeon,20 years experience overall,"Sector 9,",Chandigarh,DHI Hair Transplant and Restoration Clinic - Chandigarh,₹1000,100%,8:00 AM - 4:00 PM,Morning,8.0
Dr. Deepak Chaudhary,Hair Transplant Surgeon,19 years experience overall,"Sector 9,",Chandigarh,DHI Hair Transplant and Restoration Clinic - Chandigarh,₹1000,,24x7,24x7,24.0
Dr. Kuntal Deb Barma,Hair Transplant Surgeon,21 years experience overall,"Sector 9,",Chandigarh,DHI Hair Transplant and Restoration Clinic - Chandigarh,₹1000,94%,11:00 AM - 7:00 PM,Morning,8.0
Dr. Ritika Khanna,Hair Transplant Surgeon,11 years experience overall,"Sector 9,",Chandigarh,DHI Hair Transplant and Restoration Clinic - Chandigarh,₹1000,100%,8:00 AM - 4:00 PM,Morning,8.0
Dr. Nishat Fatima,Hair Transplant Surgeon,15 years experience overall,"Sector 9,",Chandigarh,DHI Hair Transplant and Restoration Clinic - Chandigarh,₹1000,100%,11:00 AM - 7:00 PM,Morning,8.0
Dr. Sanjeev Paria,Hair Transplant Surgeon,13 years experience overall,"Sector 9,",Chandigarh,DHI Hair Transplant and Restoration Clinic - Chandigarh,₹1000,100%,24x7,24x7,24.0
Dr. Altamash Zubair,Hair Transplant Surgeon,12 years experience overall,"Sector 9,",Chandigarh,DHI Hair Transplant and Restoration Clinic - Chandigarh,₹1000,92%,8:00 AM - 4:00 PM,Morning,8.0
Dr. Roby Bose,Hair Transplant Surgeon,20 years experience overall,"Sector 9,",Chandigarh,DHI Hair Transplant and Restoration Clinic - Chandigarh,₹1000,100%,24x7,24x7,24.0
Dr. Deepak Chaudhary,Hair Transplant Surgeon,19 years experience overall,"Sector 9,",Chandigarh,DHI Hair Transplant and Restoration Clinic - Chandigarh,₹1000,,11:00 AM - 7:00 PM,Morning,8.0
Dr. Kuntal Deb Barma,Hair Transplant Surgeon,21 years experience overall,"Sector 9,",Chandigarh,DHI Hair Transplant and Restoration Clinic - Chandigarh,₹1000,94%,9:00 AM - 6:00 PM,Morning,9.0
Dr. Ritika Khanna,Hair Transplant Surgeon,11 years experience overall,"Sector 9,",Chandigarh,DHI Hair Transplant and Restoration Clinic - Chandigarh,₹1000,100%,9:00 AM - 6:00 PM,Morning,9.0
Dr. Nishat Fatima,Hair Transplant Surgeon,15 years experience overall,"Sector 9,",Chandigarh,DHI Hair Transplant and Restoration Clinic - Chandigarh,₹1000,100%,8:00 AM - 4:00 PM,Morning,8.0
Dr. Sanjeev Paria,Hair Transplant Surgeon,13 years experience overall,"Sector 9,",Chandigarh,DHI Hair Transplant and Restoration Clinic - Chandigarh,₹1000,100%,24x7,24x7,24.0
Dr. Altamash Zubair,Hair Transplant Surgeon,12 years experience overall,"Sector 9,",Chandigarh,DHI Hair Transplant and Restoration Clinic - Chandigarh,₹1000,92%,11:00 AM - 7:00 PM,Morning,8.0
Dr. Sushil Bishnoi,General Physician,8 years experience overall,"Hiran Magri,",Udaipur,Shantiraj Hospitals,₹400,100%,11:00 AM - 7:00 PM,Morning,8.0
Dr. Daulat Meena,General Physician,15 years experience overall,"Hiran Magri,",Udaipur,Shantiraj Hospitals,₹180,,24x7,24x7,24.0
Dr. Bushra Khalid,General Physician,11 years experience overall,"Hiran Magri,",Udaipur,Shantiraj Hospitals,₹500,,9:00 AM - 6:00 PM,Morning,9.0
Dr. Sapan Jain,Laparoscopic Surgeon,27 years experience overall,"Hiran Magri,",Udaipur,Shantiraj Hospitals,₹400,67%,10:00 AM - 8:00 PM,Morning,10.0
Dr. Ansha Patel (PhD),Psychologist,14 years experience overall,"Hiran Magri,",Udaipur,Shantiraj Hospitals,₹1800,,9:00 AM - 6:00 PM,Morning,9.0
Dr. Gajendra Joshi,Internal Medicine,14 years experience overall,"Hiran Magri,",Udaipur,Shantiraj Hospitals,₹200,,24x7,24x7,24.0
Dr. Yusuf Bhalamwala,General Physician,6 years experience overall,"Hiran Magri,",Udaipur,Victoria Hospital,₹100,,11:00 AM - 7:00 PM,Morning,8.0
Dr. Kavita Badjatiya,General Physician,31 years experience overall,"Hiran Magri,",Udaipur,Victoria Hospital,₹200,50%,9:00 AM - 6:00 PM,Morning,9.0
Dr. Prashant Badjatiya,General Physician,6 years experience overall,"Hiran Magri,",Udaipur,Victoria Hospital,₹100,,24x7,24x7,24.0
Dr. Shravya,General Physician,6 years experience overall,"Hiran Magri,",Udaipur,Victoria Hospital,₹200,,24x7,24x7,24.0
Dr. Gunjan Badjatiya,General Physician,5 years experience overall,"Hiran Magri,",Udaipur,Victoria Hospital,₹250,,9:00 AM - 6:00 PM,Morning,9.0
Dr. Swarup P. Verma,Internal Medicine,18 years experience overall,"Shankar Nagar,",Nagpur,Wockhardt Super Speciality Hospital (Nagpur),₹1000,,8:00 AM - 4:00 PM,Morning,8.0
Dr. Suryashree Pandey,Nephrologist,28 years experience overall,"Shankar Nagar,",Nagpur,Wockhardt Super Speciality Hospital (Nagpur),₹1000,100%,10:00 AM - 8:00 PM,Morning,10.0
Dr. Nitin Tiwari,Cardiologist,29 years experience overall,"Shankar Nagar,",Nagpur,Wockhardt Super Speciality Hospital (Nagpur),₹1000,100%,11:00 AM - 7:00 PM,Morning,8.0
Dr. Piyush Marudwar,Gastroenterologist,17 years experience overall,"Shankar Nagar,",Nagpur,Wockhardt Super Speciality Hospital (Nagpur),₹1200,83%,10:00 AM - 8:00 PM,Morning,10.0
Dr. Shrikant Jai,Urologist,16 years experience overall,"Shankar Nagar,",Nagpur,Wockhardt Super Speciality Hospital (Nagpur),₹1200,100%,24x7,24x7,24.0
Dr. Anup Agrawal,Internal Medicine,19 years experience overall,"Shankar Nagar,",Nagpur,Wockhardt Super Speciality Hospital (Nagpur),₹1000,,9:00 AM - 6:00 PM,Morning,9.0
Dr. Shivani Dilip Deshpande,Gynecologist/Obstetrician,21 years experience overall,"Shankar Nagar,",Nagpur,Wockhardt Super Speciality Hospital (Nagpur),₹1000,,24x7,24x7,24.0
Dr. Chetan Sharma,Anesthesiologist,21 years experience overall,"Shankar Nagar,",Nagpur,Wockhardt Super Speciality Hospital (Nagpur),₹1200,,11:00 AM - 7:00 PM,Morning,8.0
Dr. Siddhartha Saoji,Ear-Nose-Throat (ENT) Specialist,17 years experience overall,"Shankar Nagar,",Nagpur,Wockhardt Super Speciality Hospital (Nagpur),₹1000,100%,8:00 AM - 4:00 PM,Morning,8.0
Dr. Atish Bansod,General Surgeon,24 years experience overall,"Shankar Nagar,",Nagpur,Wockhardt Super Speciality Hospital (Nagpur),₹1000,,10:00 AM - 8:00 PM,Morning,10.0
Dr. Virendra Kale,Ayurvedic Surgeon,27 years experience overall,"Dighori Naka,",Nagpur,Kale Piles Hospital and Laser Surgry Centre,₹800,86%,24x7,24x7,24.0
Dr. Lata Kale,Ayurveda,27 years experience overall,"Dighori Naka,",Nagpur,Kale Piles Hospital and Laser Surgry Centre,₹800,90%,24x7,24x7,24.0
